Chip Run Filename,C:\Documents and Settings\Administrator\Desktop\Melov Real Time PCR Runs\DonnaRealTime Project_Plate1\ChipRun.bml
Application Version,2.0.2
Application Build,20080502.1530
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Detectors)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold
S16-A39,24hrs B2,Unknown,1,Fth1,Test,9.08489020733735,0.97,Pass,0.0146163250752354
S16-A40,24hrs B2,Unknown,1,Fxn,Test,18.2843378109176,0.97,Pass,0.0208283161042978
S16-A41,24hrs B2,Unknown,1,Aco2,Test,15.5770715546132,0.97,Pass,0.0206074612287017
S16-A42,24hrs B2,Unknown,1,H2afz (house keeping),Test,17.5045293592732,0.94,Pass,0.00632670523166442
S16-A43,24hrs B2,Unknown,1,Slc11a2,Test,19.1310142170559,0.95,Pass,0.00590284917332172
S16-A44,24hrs B2,Unknown,1,Th,Test,20.0817799218365,0.9,Pass,0.00763526729220294
S16-A45,24hrs B2,Unknown,1,Trfr2,Test,22.5318482464337,0.98,Pass,0.0155279526230004
S16-A46,24hrs B2,Unknown,1,Mt2,Test,11.7532273626428,0.98,Pass,0.0198420617612677
S16-A47,24hrs B2,Unknown,1,LCT,Test,27.2320544831523,0.94,Pass,0.0162807939869354
S16-A48,24hrs B2,Unknown,1,RPL22 (house keeping),Test,13.6670754225222,0.95,Pass,0.00902334899870637
S30-A01,8 Days C2,Unknown,1,Ftmt,Test,22.9965634431111,0.99,Pass,0.0170975760029845
S30-A02,8 Days C2,Unknown,1,HK1,Test,29.2756853161298,0.88,Pass,0.00522591086698019
S30-A03,8 Days C2,Unknown,1,Epo,Test,999,0,Fail,0.1
S30-A04,8 Days C2,Unknown,1,Hamp,Test,999,0,Fail,0.0307597811147576
S30-A05,8 Days C2,Unknown,1,Slc40a1,Test,20.4990341422786,0.93,Pass,0.00665758110254866
S30-A06,8 Days C2,Unknown,1,Ppara,Test,22.7451390923741,0.98,Pass,0.0143613838140424
S30-A07,8 Days C2,Unknown,1,Vegfa,Test,33.4696689911773,0.69,Pass,0.0130632654833801
S30-A08,8 Days C2,Unknown,1,Ep300,Test,16.8630354090921,0.95,Pass,0.00592725233700934
S30-A09,8 Days C2,Unknown,1,Ftl1,Test,17.2066554775285,0.67,Pass,0.00605555306988149
S30-A10,8 Days C2,Unknown,1,Ppargc1a,Test,14.3383393819149,0.96,Pass,0.0103153062665152
S30-A11,8 Days C2,Unknown,1,Epas1,Test,14.3486840526074,0.97,Pass,0.00845488203106051
S30-A12,8 Days C2,Unknown,1,Ogdh,Test,14.9521492306677,0.95,Pass,0.0154003440700253
S30-A13,8 Days C2,Unknown,1,GPX1,Test,999,0,Fail,0.1
S30-A14,8 Days C2,Unknown,1,Ucp2,Test,19.4046021045287,0.92,Pass,0.00634618516443952
S30-A15,8 Days C2,Unknown,1,Ngb,Test,21.0503656268617,0.94,Pass,0.0132358407753192
S30-A16,8 Days C2,Unknown,1,Egln3,Test,17.9962568213826,0.97,Pass,0.0149010143493106
S30-A17,8 Days C2,Unknown,1,Bnip3I,Test,14.9568599349588,0.97,Pass,0.0214933930805613
S30-A18,8 Days C2,Unknown,1,Hif1a,Test,16.145866415559,0.99,Pass,0.0274163579922502
S30-A19,8 Days C2,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S30-A20,8 Days C2,Unknown,1,SDHb,Test,14.1132137423363,0.97,Pass,0.0188587803835945
S30-A21,8 Days C2,Unknown,1,Mt3,Test,11.7769144160212,0.79,Pass,0.0228345411869442
S30-A22,8 Days C2,Unknown,1,Cat,Test,999,0,Fail,0.00201192985235196
S30-A23,8 Days C2,Unknown,1,Egln2,Test,17.8482349371715,0.95,Pass,0.00689486129308747
S30-A24,8 Days C2,Unknown,1,Egln1,Test,16.4898844518018,0.88,Pass,0.0097987151773852
S30-A25,8 Days C2,Unknown,1,Nfe212,Test,23.8959069089799,0.95,Pass,0.0128811432565052
S30-A26,8 Days C2,Unknown,1,Nos2,Test,22.7017090933734,0.89,Pass,0.0150035719669409
S30-A27,8 Days C2,Unknown,1,Hif3a,Test,22.4766685689626,0.91,Pass,0.0155135707898053
S30-A28,8 Days C2,Unknown,1,Bnip3,Test,14.7723956084452,0.98,Pass,0.0239177378873408
S30-A29,8 Days C2,Unknown,1,Cp,Test,999,0,Fail,0.1
S30-A30,8 Days C2,Unknown,1,Dppa5a,Test,23.6169329771002,0.89,Pass,0.0109474022309234
S30-A31,8 Days C2,Unknown,1,Sod2,Test,15.1736775427479,0.94,Pass,0.0193117342570188
S30-A32,8 Days C2,Unknown,1,Mt1,Test,16.8166870383095,0.95,Pass,0.0150165747366286
S30-A33,8 Days C2,Unknown,1,PDK1,Test,21.4797354873253,0.98,Pass,0.0831058699701507
S30-A34,8 Days C2,Unknown,1,Car2,Test,14.0902635947357,0.83,Pass,0.0121965143027594
S30-A35,8 Days C2,Unknown,1,Trp53,Test,19.7796436960582,0.98,Pass,0.0194839829779027
S30-A36,8 Days C2,Unknown,1,PDHx,Test,16.6813506708105,0.93,Pass,0.0126570262457584
S30-A37,8 Days C2,Unknown,1,Hmox1,Test,21.8761068841671,0.95,Pass,0.0087765704303593
S30-A38,8 Days C2,Unknown,1,Bach1,Test,28.429854290812,0.83,Pass,0.00898588417366158
S30-A39,8 Days C2,Unknown,1,Fth1,Test,9.02800135600175,0.95,Pass,0.0146163250752354
S30-A40,8 Days C2,Unknown,1,Fxn,Test,18.2556826110789,0.93,Pass,0.0208283161042978
S30-A41,8 Days C2,Unknown,1,Aco2,Test,15.4336560970094,0.97,Pass,0.0206074612287017
S30-A42,8 Days C2,Unknown,1,H2afz (house keeping),Test,18.7960166085837,0.9,Pass,0.00632670523166442
S30-A43,8 Days C2,Unknown,1,Slc11a2,Test,19.9160473052485,0.95,Pass,0.00590284917332172
S30-A44,8 Days C2,Unknown,1,Th,Test,19.0077068937645,0.88,Pass,0.00763526729220294
S30-A45,8 Days C2,Unknown,1,Trfr2,Test,23.865290468227,0.97,Pass,0.0155279526230004
S30-A46,8 Days C2,Unknown,1,Mt2,Test,12.5232957254543,0.97,Pass,0.0198420617612677
S30-A47,8 Days C2,Unknown,1,LCT,Test,999,0,Fail,0.0162807939869354
S30-A48,8 Days C2,Unknown,1,RPL22 (house keeping),Test,13.9787996568249,0.95,Pass,0.00902334899870637
S21-A01,6hrs D2,Unknown,1,Ftmt,Test,22.1293892853721,0.99,Pass,0.0170975760029845
S21-A02,6hrs D2,Unknown,1,HK1,Test,29.9815727357152,0.9,Pass,0.00522591086698019
S21-A03,6hrs D2,Unknown,1,Epo,Test,999,0,Fail,0.1
S21-A04,6hrs D2,Unknown,1,Hamp,Test,28.3702022625534,0.98,Pass,0.0307597811147576
S21-A05,6hrs D2,Unknown,1,Slc40a1,Test,19.9846918339678,0.93,Pass,0.00665758110254866
S21-A06,6hrs D2,Unknown,1,Ppara,Test,21.225698266127,0.97,Pass,0.0143613838140424
S21-A07,6hrs D2,Unknown,1,Vegfa,Test,33.2398055415955,0.7,Pass,0.0130632654833801
S21-A08,6hrs D2,Unknown,1,Ep300,Test,16.3101162331679,0.94,Pass,0.00592725233700934
S21-A09,6hrs D2,Unknown,1,Ftl1,Test,15.390746208456,0.67,Pass,0.00605555306988149
S21-A10,6hrs D2,Unknown,1,Ppargc1a,Test,13.366156085973,0.94,Pass,0.0103153062665152
S21-A11,6hrs D2,Unknown,1,Epas1,Test,13.3191256566078,0.98,Pass,0.00845488203106051
S21-A12,6hrs D2,Unknown,1,Ogdh,Test,14.1331197590755,0.95,Pass,0.0154003440700253
S21-A13,6hrs D2,Unknown,1,GPX1,Test,999,0,Fail,0.1
S21-A14,6hrs D2,Unknown,1,Ucp2,Test,17.3497847289882,0.92,Pass,0.00634618516443952
S21-A15,6hrs D2,Unknown,1,Ngb,Test,21.3900633393831,0.95,Pass,0.0132358407753192
S21-A16,6hrs D2,Unknown,1,Egln3,Test,17.8564264505441,0.94,Pass,0.0149010143493106
S21-A17,6hrs D2,Unknown,1,Bnip3I,Test,14.412149648655,0.95,Pass,0.0214933930805613
S21-A18,6hrs D2,Unknown,1,Hif1a,Test,16.0185268378637,0.99,Pass,0.0274163579922502
S21-A19,6hrs D2,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S21-A20,6hrs D2,Unknown,1,SDHb,Test,13.5901951505066,0.91,Pass,0.0188587803835945
S21-A21,6hrs D2,Unknown,1,Mt3,Test,11.4552134235826,0.78,Pass,0.0228345411869442
S21-A22,6hrs D2,Unknown,1,Cat,Test,999,0,Fail,0.00201192985235196
S21-A23,6hrs D2,Unknown,1,Egln2,Test,17.3938616723639,0.94,Pass,0.00689486129308747
S21-A24,6hrs D2,Unknown,1,Egln1,Test,16.4239808527872,0.93,Pass,0.0097987151773852
S21-A25,6hrs D2,Unknown,1,Nfe212,Test,23.0845373231954,0.96,Pass,0.0128811432565052
S21-A26,6hrs D2,Unknown,1,Nos2,Test,23.5869387861947,0.94,Pass,0.0150035719669409
S21-A27,6hrs D2,Unknown,1,Hif3a,Test,19.2388880051886,0.95,Pass,0.0155135707898053
S21-A28,6hrs D2,Unknown,1,Bnip3,Test,14.178868824814,0.97,Pass,0.0239177378873408
S21-A29,6hrs D2,Unknown,1,Cp,Test,999,0,Fail,0.1
S21-A30,6hrs D2,Unknown,1,Dppa5a,Test,23.7492064014515,0.88,Pass,0.0109474022309234
S21-A31,6hrs D2,Unknown,1,Sod2,Test,14.9111585846093,0.95,Pass,0.0193117342570188
S21-A32,6hrs D2,Unknown,1,Mt1,Test,15.4682109091368,0.91,Pass,0.0150165747366286
S21-A33,6hrs D2,Unknown,1,PDK1,Test,21.2468743066129,0.98,Pass,0.0831058699701507
S21-A34,6hrs D2,Unknown,1,Car2,Test,13.7448018604601,0.81,Pass,0.0121965143027594
S21-A35,6hrs D2,Unknown,1,Trp53,Test,19.8855213554757,0.93,Pass,0.0194839829779027
S21-A36,6hrs D2,Unknown,1,PDHx,Test,16.1874388053117,0.94,Pass,0.0126570262457584
S21-A37,6hrs D2,Unknown,1,Hmox1,Test,20.1981624891159,0.88,Pass,0.0087765704303593
S21-A38,6hrs D2,Unknown,1,Bach1,Test,26.7100856420475,0.83,Pass,0.00898588417366158
S21-A39,6hrs D2,Unknown,1,Fth1,Test,8.21782078725723,0.93,Pass,0.0146163250752354
S21-A40,6hrs D2,Unknown,1,Fxn,Test,18.2345211995291,0.95,Pass,0.0208283161042978
S21-A41,6hrs D2,Unknown,1,Aco2,Test,14.9279949649004,0.98,Pass,0.0206074612287017
S21-A42,6hrs D2,Unknown,1,H2afz (house keeping),Test,18.5642654016716,0.94,Pass,0.00632670523166442
S21-A43,6hrs D2,Unknown,1,Slc11a2,Test,19.5101898258866,0.95,Pass,0.00590284917332172
S21-A44,6hrs D2,Unknown,1,Th,Test,18.6354316241076,0.93,Pass,0.00763526729220294
S21-A45,6hrs D2,Unknown,1,Trfr2,Test,23.170547423033,0.98,Pass,0.0155279526230004
S21-A46,6hrs D2,Unknown,1,Mt2,Test,10.2132873714588,0.97,Pass,0.0198420617612677
S21-A47,6hrs D2,Unknown,1,LCT,Test,25.6387380880165,0.96,Pass,0.0162807939869354
S21-A48,6hrs D2,Unknown,1,RPL22 (house keeping),Test,13.3417009416904,0.95,Pass,0.00902334899870637
S29-A01,8 Days C2,Unknown,1,Ftmt,Test,23.07164904472,0.99,Pass,0.0170975760029845
S29-A02,8 Days C2,Unknown,1,HK1,Test,29.6142549839966,0.88,Pass,0.00522591086698019
S29-A03,8 Days C2,Unknown,1,Epo,Test,999,0,Fail,0.1
S29-A04,8 Days C2,Unknown,1,Hamp,Test,999,0,Fail,0.0307597811147576
S29-A05,8 Days C2,Unknown,1,Slc40a1,Test,20.3511007512848,0.91,Pass,0.00665758110254866
S29-A06,8 Days C2,Unknown,1,Ppara,Test,22.5922781995587,0.97,Pass,0.0143613838140424
S29-A07,8 Days C2,Unknown,1,Vegfa,Test,35.2537082030782,0.88,Pass,0.0130632654833801
S29-A08,8 Days C2,Unknown,1,Ep300,Test,16.9812963781837,0.91,Pass,0.00592725233700934
S29-A09,8 Days C2,Unknown,1,Ftl1,Test,17.244659254954,0.6,Fail,0.00605555306988149
S29-A10,8 Days C2,Unknown,1,Ppargc1a,Test,14.510668157456,0.96,Pass,0.0103153062665152
S29-A11,8 Days C2,Unknown,1,Epas1,Test,14.2840948780621,0.97,Pass,0.00845488203106051
S29-A12,8 Days C2,Unknown,1,Ogdh,Test,15.016951886584,0.95,Pass,0.0154003440700253
S29-A13,8 Days C2,Unknown,1,GPX1,Test,999,0,Fail,0.1
S29-A14,8 Days C2,Unknown,1,Ucp2,Test,19.1714508913085,0.92,Pass,0.00634618516443952
S29-A15,8 Days C2,Unknown,1,Ngb,Test,21.0742235238181,0.94,Pass,0.0132358407753192
S29-A16,8 Days C2,Unknown,1,Egln3,Test,18.2131068799385,0.87,Pass,0.0149010143493106
S29-A17,8 Days C2,Unknown,1,Bnip3I,Test,15.2005636547438,0.93,Pass,0.0214933930805613
S29-A18,8 Days C2,Unknown,1,Hif1a,Test,16.1974014133635,0.99,Pass,0.0274163579922502
S29-A19,8 Days C2,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S29-A20,8 Days C2,Unknown,1,SDHb,Test,14.2096931472473,0.88,Pass,0.0188587803835945
S29-A21,8 Days C2,Unknown,1,Mt3,Test,11.5986703078867,0.8,Pass,0.0228345411869442
S29-A22,8 Days C2,Unknown,1,Cat,Test,5.77136265982746,0.33,Fail,0.00201192985235196
S29-A23,8 Days C2,Unknown,1,Egln2,Test,17.6039445086493,0.88,Pass,0.00689486129308747
S29-A24,8 Days C2,Unknown,1,Egln1,Test,16.3385864988443,0.88,Pass,0.0097987151773852
S29-A25,8 Days C2,Unknown,1,Nfe212,Test,23.9883440612368,0.95,Pass,0.0128811432565052
S29-A26,8 Days C2,Unknown,1,Nos2,Test,22.9556653642135,0.93,Pass,0.0150035719669409
S29-A27,8 Days C2,Unknown,1,Hif3a,Test,21.7907074973188,0.9,Pass,0.0155135707898053
S29-A28,8 Days C2,Unknown,1,Bnip3,Test,14.8116035519963,0.97,Pass,0.0239177378873408
S29-A29,8 Days C2,Unknown,1,Cp,Test,999,0,Fail,0.1
S29-A30,8 Days C2,Unknown,1,Dppa5a,Test,24.5391848727802,0.88,Pass,0.0109474022309234
S29-A31,8 Days C2,Unknown,1,Sod2,Test,15.2372438045851,0.95,Pass,0.0193117342570188
S29-A32,8 Days C2,Unknown,1,Mt1,Test,16.9531989014884,0.94,Pass,0.0150165747366286
S29-A33,8 Days C2,Unknown,1,PDK1,Test,21.6730109842194,0.98,Pass,0.0831058699701507
S29-A34,8 Days C2,Unknown,1,Car2,Test,14.073692734065,0.7,Pass,0.0121965143027594
S29-A35,8 Days C2,Unknown,1,Trp53,Test,19.8241950079197,0.95,Pass,0.0194839829779027
S29-A36,8 Days C2,Unknown,1,PDHx,Test,16.7568277627792,0.95,Pass,0.0126570262457584
S29-A37,8 Days C2,Unknown,1,Hmox1,Test,21.7431181508398,0.97,Pass,0.0087765704303593
S29-A38,8 Days C2,Unknown,1,Bach1,Test,28.4700929507124,0.83,Pass,0.00898588417366158
S29-A39,8 Days C2,Unknown,1,Fth1,Test,9.11520568157886,0.98,Pass,0.0146163250752354
S29-A40,8 Days C2,Unknown,1,Fxn,Test,18.2544525433587,0.92,Pass,0.0208283161042978
S29-A41,8 Days C2,Unknown,1,Aco2,Test,15.5840659991128,0.98,Pass,0.0206074612287017
S29-A42,8 Days C2,Unknown,1,H2afz (house keeping),Test,18.4741163614537,0.93,Pass,0.00632670523166442
S29-A43,8 Days C2,Unknown,1,Slc11a2,Test,19.9146005051508,0.95,Pass,0.00590284917332172
S29-A44,8 Days C2,Unknown,1,Th,Test,19.2386352281403,0.94,Pass,0.00763526729220294
S29-A45,8 Days C2,Unknown,1,Trfr2,Test,23.3927477088733,0.98,Pass,0.0155279526230004
S29-A46,8 Days C2,Unknown,1,Mt2,Test,12.4836961440056,0.98,Pass,0.0198420617612677
S29-A47,8 Days C2,Unknown,1,LCT,Test,28.1326296922572,0.94,Pass,0.0162807939869354
S29-A48,8 Days C2,Unknown,1,RPL22 (house keeping),Test,14.115092388197,0.94,Pass,0.00902334899870637
S20-A01,6hrs D2,Unknown,1,Ftmt,Test,22.0378444062078,0.99,Pass,0.0170975760029845
S20-A02,6hrs D2,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S20-A03,6hrs D2,Unknown,1,Epo,Test,999,0,Fail,0.1
S20-A04,6hrs D2,Unknown,1,Hamp,Test,26.9528848915353,0.99,Pass,0.0307597811147576
S20-A05,6hrs D2,Unknown,1,Slc40a1,Test,19.7523820311375,0.93,Pass,0.00665758110254866
S20-A06,6hrs D2,Unknown,1,Ppara,Test,21.1629268835003,0.96,Pass,0.0143613838140424
S20-A07,6hrs D2,Unknown,1,Vegfa,Test,34.3548120945167,0.84,Pass,0.0130632654833801
S20-A08,6hrs D2,Unknown,1,Ep300,Test,16.1695600247743,0.92,Pass,0.00592725233700934
S20-A09,6hrs D2,Unknown,1,Ftl1,Test,15.3119912168687,0.68,Pass,0.00605555306988149
S20-A10,6hrs D2,Unknown,1,Ppargc1a,Test,13.2493435828712,0.94,Pass,0.0103153062665152
S20-A11,6hrs D2,Unknown,1,Epas1,Test,13.4123885014267,0.97,Pass,0.00845488203106051
S20-A12,6hrs D2,Unknown,1,Ogdh,Test,14.10395675247,0.96,Pass,0.0154003440700253
S20-A13,6hrs D2,Unknown,1,GPX1,Test,999,0,Fail,0.1
S20-A14,6hrs D2,Unknown,1,Ucp2,Test,17.0756798273043,0.91,Pass,0.00634618516443952
S20-A15,6hrs D2,Unknown,1,Ngb,Test,21.2042830895597,0.96,Pass,0.0132358407753192
S20-A16,6hrs D2,Unknown,1,Egln3,Test,17.9066967920592,0.92,Pass,0.0149010143493106
S20-A17,6hrs D2,Unknown,1,Bnip3I,Test,14.5508765793258,0.97,Pass,0.0214933930805613
S20-A18,6hrs D2,Unknown,1,Hif1a,Test,15.9001664046381,0.99,Pass,0.0274163579922502
S20-A19,6hrs D2,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S20-A20,6hrs D2,Unknown,1,SDHb,Test,13.619219841644,0.96,Pass,0.0188587803835945
S20-A21,6hrs D2,Unknown,1,Mt3,Test,11.4969927472947,0.76,Pass,0.0228345411869442
S20-A22,6hrs D2,Unknown,1,Cat,Test,7.39651565288926,0.41,Fail,0.00201192985235196
S20-A23,6hrs D2,Unknown,1,Egln2,Test,17.2145265404956,0.91,Pass,0.00689486129308747
S20-A24,6hrs D2,Unknown,1,Egln1,Test,16.372536780133,0.93,Pass,0.0097987151773852
S20-A25,6hrs D2,Unknown,1,Nfe212,Test,23.2157161723076,0.96,Pass,0.0128811432565052
S20-A26,6hrs D2,Unknown,1,Nos2,Test,25.6291474374754,0.95,Pass,0.0150035719669409
S20-A27,6hrs D2,Unknown,1,Hif3a,Test,19.5213169548526,0.9,Pass,0.0155135707898053
S20-A28,6hrs D2,Unknown,1,Bnip3,Test,14.1593379956728,0.98,Pass,0.0239177378873408
S20-A29,6hrs D2,Unknown,1,Cp,Test,999,0,Fail,0.1
S20-A30,6hrs D2,Unknown,1,Dppa5a,Test,25.1318227679661,0.88,Pass,0.0109474022309234
S20-A31,6hrs D2,Unknown,1,Sod2,Test,14.9692584131512,0.95,Pass,0.0193117342570188
S20-A32,6hrs D2,Unknown,1,Mt1,Test,15.4322789375163,0.95,Pass,0.0150165747366286
S20-A33,6hrs D2,Unknown,1,PDK1,Test,21.333137700191,0.98,Pass,0.0831058699701507
S20-A34,6hrs D2,Unknown,1,Car2,Test,13.744528328226,0.96,Pass,0.0121965143027594
S20-A35,6hrs D2,Unknown,1,Trp53,Test,19.6141815691265,0.93,Pass,0.0194839829779027
S20-A36,6hrs D2,Unknown,1,PDHx,Test,16.2256506967916,0.96,Pass,0.0126570262457584
S20-A37,6hrs D2,Unknown,1,Hmox1,Test,20.5626286991063,0.92,Pass,0.0087765704303593
S20-A38,6hrs D2,Unknown,1,Bach1,Test,26.8184467785568,0.82,Pass,0.00898588417366158
S20-A39,6hrs D2,Unknown,1,Fth1,Test,8.23358422040376,0.93,Pass,0.0146163250752354
S20-A40,6hrs D2,Unknown,1,Fxn,Test,18.3559354284767,0.94,Pass,0.0208283161042978
S20-A41,6hrs D2,Unknown,1,Aco2,Test,14.9197170078096,0.97,Pass,0.0206074612287017
S20-A42,6hrs D2,Unknown,1,H2afz (house keeping),Test,18.5344859670251,0.93,Pass,0.00632670523166442
S20-A43,6hrs D2,Unknown,1,Slc11a2,Test,19.5313862334048,0.95,Pass,0.00590284917332172
S20-A44,6hrs D2,Unknown,1,Th,Test,18.7556063027949,0.92,Pass,0.00763526729220294
S20-A45,6hrs D2,Unknown,1,Trfr2,Test,23.851484393409,0.98,Pass,0.0155279526230004
S20-A46,6hrs D2,Unknown,1,Mt2,Test,10.1955871970534,0.98,Pass,0.0198420617612677
S20-A47,6hrs D2,Unknown,1,LCT,Test,28.0493769405761,0.93,Pass,0.0162807939869354
S20-A48,6hrs D2,Unknown,1,RPL22 (house keeping),Test,13.4210383202793,0.93,Pass,0.00902334899870637
S28-A01,8 Days C2,Unknown,1,Ftmt,Test,23.2080654298771,0.99,Pass,0.0170975760029845
S28-A02,8 Days C2,Unknown,1,HK1,Test,29.3104497233936,0.87,Pass,0.00522591086698019
S28-A03,8 Days C2,Unknown,1,Epo,Test,999,0,Fail,0.1
S28-A04,8 Days C2,Unknown,1,Hamp,Test,26.1617957744719,0.99,Pass,0.0307597811147576
S28-A05,8 Days C2,Unknown,1,Slc40a1,Test,20.3431628980434,0.91,Pass,0.00665758110254866
S28-A06,8 Days C2,Unknown,1,Ppara,Test,22.4992218578235,0.97,Pass,0.0143613838140424
S28-A07,8 Days C2,Unknown,1,Vegfa,Test,34.1910604122477,0.84,Pass,0.0130632654833801
S28-A08,8 Days C2,Unknown,1,Ep300,Test,16.4485871054828,0.92,Pass,0.00592725233700934
S28-A09,8 Days C2,Unknown,1,Ftl1,Test,16.1010180414511,0.69,Pass,0.00605555306988149
S28-A10,8 Days C2,Unknown,1,Ppargc1a,Test,14.2821875161032,0.95,Pass,0.0103153062665152
S28-A11,8 Days C2,Unknown,1,Epas1,Test,14.2988983353333,0.97,Pass,0.00845488203106051
S28-A12,8 Days C2,Unknown,1,Ogdh,Test,14.9125265604973,0.95,Pass,0.0154003440700253
S28-A13,8 Days C2,Unknown,1,GPX1,Test,999,0,Fail,0.1
S28-A14,8 Days C2,Unknown,1,Ucp2,Test,18.8799897448843,0.93,Pass,0.00634618516443952
S28-A15,8 Days C2,Unknown,1,Ngb,Test,20.5519423867829,0.95,Pass,0.0132358407753192
S28-A16,8 Days C2,Unknown,1,Egln3,Test,18.2718183920839,0.91,Pass,0.0149010143493106
S28-A17,8 Days C2,Unknown,1,Bnip3I,Test,15.1596488440243,0.95,Pass,0.0214933930805613
S28-A18,8 Days C2,Unknown,1,Hif1a,Test,16.1499803578407,0.99,Pass,0.0274163579922502
S28-A19,8 Days C2,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S28-A20,8 Days C2,Unknown,1,SDHb,Test,14.1431715892052,0.97,Pass,0.0188587803835945
S28-A21,8 Days C2,Unknown,1,Mt3,Test,11.5492387549868,0.8,Pass,0.0228345411869442
S28-A22,8 Days C2,Unknown,1,Cat,Test,5.44074544583937,0.35,Fail,0.00201192985235196
S28-A23,8 Days C2,Unknown,1,Egln2,Test,17.4882574106685,0.94,Pass,0.00689486129308747
S28-A24,8 Days C2,Unknown,1,Egln1,Test,16.362958286684,0.87,Pass,0.0097987151773852
S28-A25,8 Days C2,Unknown,1,Nfe212,Test,23.7437684253729,0.95,Pass,0.0128811432565052
S28-A26,8 Days C2,Unknown,1,Nos2,Test,23.5505555832496,0.91,Pass,0.0150035719669409
S28-A27,8 Days C2,Unknown,1,Hif3a,Test,21.409513891983,0.93,Pass,0.0155135707898053
S28-A28,8 Days C2,Unknown,1,Bnip3,Test,14.7768143403847,0.98,Pass,0.0239177378873408
S28-A29,8 Days C2,Unknown,1,Cp,Test,999,0,Fail,0.1
S28-A30,8 Days C2,Unknown,1,Dppa5a,Test,24.5368978806702,0.88,Pass,0.0109474022309234
S28-A31,8 Days C2,Unknown,1,Sod2,Test,15.1658373255456,0.94,Pass,0.0193117342570188
S28-A32,8 Days C2,Unknown,1,Mt1,Test,16.9922314486754,0.94,Pass,0.0150165747366286
S28-A33,8 Days C2,Unknown,1,PDK1,Test,21.4729354792838,0.98,Pass,0.0831058699701507
S28-A34,8 Days C2,Unknown,1,Car2,Test,13.9553865087601,0.68,Pass,0.0121965143027594
S28-A35,8 Days C2,Unknown,1,Trp53,Test,19.6519617911553,0.97,Pass,0.0194839829779027
S28-A36,8 Days C2,Unknown,1,PDHx,Test,16.7070987145504,0.95,Pass,0.0126570262457584
S28-A37,8 Days C2,Unknown,1,Hmox1,Test,21.7147049574421,0.9,Pass,0.0087765704303593
S28-A38,8 Days C2,Unknown,1,Bach1,Test,28.8452651169548,0.84,Pass,0.00898588417366158
S28-A39,8 Days C2,Unknown,1,Fth1,Test,8.95908930404786,0.97,Pass,0.0146163250752354
S28-A40,8 Days C2,Unknown,1,Fxn,Test,18.3306711013707,0.98,Pass,0.0208283161042978
S28-A41,8 Days C2,Unknown,1,Aco2,Test,15.5556728008663,0.92,Pass,0.0206074612287017
S28-A42,8 Days C2,Unknown,1,H2afz (house keeping),Test,18.1713331910755,0.92,Pass,0.00632670523166442
S28-A43,8 Days C2,Unknown,1,Slc11a2,Test,19.3928525225084,0.95,Pass,0.00590284917332172
S28-A44,8 Days C2,Unknown,1,Th,Test,18.876644230397,0.79,Pass,0.00763526729220294
S28-A45,8 Days C2,Unknown,1,Trfr2,Test,24.1596463192036,0.98,Pass,0.0155279526230004
S28-A46,8 Days C2,Unknown,1,Mt2,Test,12.5417588625618,0.98,Pass,0.0198420617612677
S28-A47,8 Days C2,Unknown,1,LCT,Test,28.0254361158485,0.93,Pass,0.0162807939869354
S28-A48,8 Days C2,Unknown,1,RPL22 (house keeping),Test,13.9768189743399,0.94,Pass,0.00902334899870637
S19-A01,6hrs D2,Unknown,1,Ftmt,Test,22.0477369374352,0.98,Pass,0.0170975760029845
S19-A02,6hrs D2,Unknown,1,HK1,Test,28.4516070705676,0.86,Pass,0.00522591086698019
S19-A03,6hrs D2,Unknown,1,Epo,Test,999,0,Fail,0.1
S19-A04,6hrs D2,Unknown,1,Hamp,Test,26.8598657029828,0.99,Pass,0.0307597811147576
S19-A05,6hrs D2,Unknown,1,Slc40a1,Test,19.7763843566634,0.93,Pass,0.00665758110254866
S19-A06,6hrs D2,Unknown,1,Ppara,Test,21.1371129202003,0.95,Pass,0.0143613838140424
S19-A07,6hrs D2,Unknown,1,Vegfa,Test,33.2530790979829,0.87,Pass,0.0130632654833801
S19-A08,6hrs D2,Unknown,1,Ep300,Test,15.9117347740951,0.94,Pass,0.00592725233700934
S19-A09,6hrs D2,Unknown,1,Ftl1,Test,15.1971585837916,0.67,Pass,0.00605555306988149
S19-A10,6hrs D2,Unknown,1,Ppargc1a,Test,13.1560286528772,0.96,Pass,0.0103153062665152
S19-A11,6hrs D2,Unknown,1,Epas1,Test,13.1442459515007,0.91,Pass,0.00845488203106051
S19-A12,6hrs D2,Unknown,1,Ogdh,Test,13.9933912065917,0.94,Pass,0.0154003440700253
