Chip Run Filename,C:\Documents and Settings\Administrator\Desktop\Melov Real Time PCR Runs\DonnaRealTime Project_Plate1\ChipRun.bml
Application Version,2.0.2
Application Build,20080502.1530
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Detectors)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold
S13-A10,3 Days A1,Unknown,1,Ppargc1a,Test,14.7411376567869,0.95,Pass,0.0103153062665152
S13-A11,3 Days A1,Unknown,1,Epas1,Test,15.39486501329,0.97,Pass,0.00845488203106051
S13-A12,3 Days A1,Unknown,1,Ogdh,Test,15.8082915099039,0.96,Pass,0.0154003440700253
S13-A13,3 Days A1,Unknown,1,GPX1,Test,999,0,Fail,0.1
S13-A14,3 Days A1,Unknown,1,Ucp2,Test,20.1059070102528,0.95,Pass,0.00634618516443952
S13-A15,3 Days A1,Unknown,1,Ngb,Test,22.0179995279256,0.96,Pass,0.0132358407753192
S13-A16,3 Days A1,Unknown,1,Egln3,Test,18.9667388753367,0.91,Pass,0.0149010143493106
S13-A17,3 Days A1,Unknown,1,Bnip3I,Test,15.939574893282,0.97,Pass,0.0214933930805613
S13-A18,3 Days A1,Unknown,1,Hif1a,Test,16.8693897518435,0.99,Pass,0.0274163579922502
S13-A19,3 Days A1,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S13-A20,3 Days A1,Unknown,1,SDHb,Test,14.4852936038733,0.97,Pass,0.0188587803835945
S13-A21,3 Days A1,Unknown,1,Mt3,Test,12.005332091858,0.77,Pass,0.0228345411869442
S13-A22,3 Days A1,Unknown,1,Cat,Test,999,0,Fail,0.00201192985235196
S13-A23,3 Days A1,Unknown,1,Egln2,Test,18.5448931867991,0.95,Pass,0.00689486129308747
S13-A24,3 Days A1,Unknown,1,Egln1,Test,16.2396608898625,0.93,Pass,0.0097987151773852
S13-A25,3 Days A1,Unknown,1,Nfe212,Test,24.7485480466094,0.94,Pass,0.0128811432565052
S13-A26,3 Days A1,Unknown,1,Nos2,Test,24.9161779258785,0.96,Pass,0.0150035719669409
S13-A27,3 Days A1,Unknown,1,Hif3a,Test,22.8349394801012,0.94,Pass,0.0155135707898053
S13-A28,3 Days A1,Unknown,1,Bnip3,Test,15.376414688466,0.98,Pass,0.0239177378873408
S13-A29,3 Days A1,Unknown,1,Cp,Test,999,0,Fail,0.1
S13-A30,3 Days A1,Unknown,1,Dppa5a,Test,23.3350386941562,0.88,Pass,0.0109474022309234
S13-A31,3 Days A1,Unknown,1,Sod2,Test,15.3080233537094,0.96,Pass,0.0193117342570188
S13-A32,3 Days A1,Unknown,1,Mt1,Test,17.3303554091561,0.96,Pass,0.0150165747366286
S13-A33,3 Days A1,Unknown,1,PDK1,Test,22.4326060298556,0.97,Pass,0.0831058699701507
S13-A34,3 Days A1,Unknown,1,Car2,Test,14.6206823425155,0.86,Pass,0.0121965143027594
S13-A35,3 Days A1,Unknown,1,Trp53,Test,19.2583788177787,0.96,Pass,0.0194839829779027
S13-A36,3 Days A1,Unknown,1,PDHx,Test,17.4134969735531,0.9,Pass,0.0126570262457584
S13-A37,3 Days A1,Unknown,1,Hmox1,Test,22.6347442093618,0.94,Pass,0.0087765704303593
S13-A38,3 Days A1,Unknown,1,Bach1,Test,28.4236737731156,0.84,Pass,0.00898588417366158
S13-A39,3 Days A1,Unknown,1,Fth1,Test,9.38237747649618,0.97,Pass,0.0146163250752354
S13-A40,3 Days A1,Unknown,1,Fxn,Test,18.3479115231765,0.9,Pass,0.0208283161042978
S13-A41,3 Days A1,Unknown,1,Aco2,Test,16.7960726036164,0.97,Pass,0.0206074612287017
S13-A42,3 Days A1,Unknown,1,H2afz (house keeping),Test,17.8660599489415,0.93,Pass,0.00632670523166442
S13-A43,3 Days A1,Unknown,1,Slc11a2,Test,20.9123135510899,0.96,Pass,0.00590284917332172
S13-A44,3 Days A1,Unknown,1,Th,Test,19.158043196323,0.93,Pass,0.00763526729220294
S13-A45,3 Days A1,Unknown,1,Trfr2,Test,25.5887994668448,0.98,Pass,0.0155279526230004
S13-A46,3 Days A1,Unknown,1,Mt2,Test,12.7415328003536,0.98,Pass,0.0198420617612677
S13-A47,3 Days A1,Unknown,1,LCT,Test,999,0,Fail,0.0162807939869354
S13-A48,3 Days A1,Unknown,1,RPL22 (house keeping),Test,13.8383585157461,0.95,Pass,0.00902334899870637
S33-A01,6hrs B4,Unknown,1,Ftmt,Test,21.9480326595541,0.99,Pass,0.0170975760029845
S33-A02,6hrs B4,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S33-A03,6hrs B4,Unknown,1,Epo,Test,999,0,Fail,0.1
S33-A04,6hrs B4,Unknown,1,Hamp,Test,999,0,Fail,0.0307597811147576
S33-A05,6hrs B4,Unknown,1,Slc40a1,Test,21.4766376023265,0.94,Pass,0.00665758110254866
S33-A06,6hrs B4,Unknown,1,Ppara,Test,25.0814108687914,0.97,Pass,0.0143613838140424
S33-A07,6hrs B4,Unknown,1,Vegfa,Test,33.9673147730873,0.87,Pass,0.0130632654833801
S33-A08,6hrs B4,Unknown,1,Ep300,Test,17.7330746923895,0.93,Pass,0.00592725233700934
S33-A09,6hrs B4,Unknown,1,Ftl1,Test,18.9716823421886,0.74,Pass,0.00605555306988149
S33-A10,6hrs B4,Unknown,1,Ppargc1a,Test,14.8588486818997,0.97,Pass,0.0103153062665152
S33-A11,6hrs B4,Unknown,1,Epas1,Test,15.6670428259842,0.98,Pass,0.00845488203106051
S33-A12,6hrs B4,Unknown,1,Ogdh,Test,15.9395018726345,0.92,Pass,0.0154003440700253
S33-A13,6hrs B4,Unknown,1,GPX1,Test,999,0,Fail,0.1
S33-A14,6hrs B4,Unknown,1,Ucp2,Test,19.976507589783,0.92,Pass,0.00634618516443952
S33-A15,6hrs B4,Unknown,1,Ngb,Test,21.5249147266614,0.96,Pass,0.0132358407753192
S33-A16,6hrs B4,Unknown,1,Egln3,Test,19.6857262374371,0.95,Pass,0.0149010143493106
S33-A17,6hrs B4,Unknown,1,Bnip3I,Test,16.3361619086042,0.95,Pass,0.0214933930805613
S33-A18,6hrs B4,Unknown,1,Hif1a,Test,17.0329192249879,0.99,Pass,0.0274163579922502
S33-A19,6hrs B4,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S33-A20,6hrs B4,Unknown,1,SDHb,Test,15.3397045164431,0.96,Pass,0.0188587803835945
S33-A21,6hrs B4,Unknown,1,Mt3,Test,12.3002111075761,0.81,Pass,0.0228345411869442
S33-A22,6hrs B4,Unknown,1,Cat,Test,8.49286218100762,0.15,Fail,0.00201192985235196
S33-A23,6hrs B4,Unknown,1,Egln2,Test,19.1956828680223,0.95,Pass,0.00689486129308747
S33-A24,6hrs B4,Unknown,1,Egln1,Test,16.8854699796559,0.94,Pass,0.0097987151773852
S33-A25,6hrs B4,Unknown,1,Nfe212,Test,24.806236043772,0.96,Pass,0.0128811432565052
S33-A26,6hrs B4,Unknown,1,Nos2,Test,25.0750225806111,0.96,Pass,0.0150035719669409
S33-A27,6hrs B4,Unknown,1,Hif3a,Test,21.1213641381238,0.92,Pass,0.0155135707898053
S33-A28,6hrs B4,Unknown,1,Bnip3,Test,16.0270683997262,0.98,Pass,0.0239177378873408
S33-A29,6hrs B4,Unknown,1,Cp,Test,999,0,Fail,0.1
S33-A30,6hrs B4,Unknown,1,Dppa5a,Test,23.7078781946329,0.88,Pass,0.0109474022309234
S33-A31,6hrs B4,Unknown,1,Sod2,Test,15.772126865374,0.96,Pass,0.0193117342570188
S33-A32,6hrs B4,Unknown,1,Mt1,Test,18.1403003434131,0.97,Pass,0.0150165747366286
S33-A33,6hrs B4,Unknown,1,PDK1,Test,22.14444938477,0.98,Pass,0.0831058699701507
S33-A34,6hrs B4,Unknown,1,Car2,Test,15.4870169083679,0.9,Pass,0.0121965143027594
S33-A35,6hrs B4,Unknown,1,Trp53,Test,20.6848478691132,0.94,Pass,0.0194839829779027
S33-A36,6hrs B4,Unknown,1,PDHx,Test,17.9161112362833,0.96,Pass,0.0126570262457584
S33-A37,6hrs B4,Unknown,1,Hmox1,Test,22.9501104382876,0.96,Pass,0.0087765704303593
S33-A38,6hrs B4,Unknown,1,Bach1,Test,28.0827369580641,0.79,Pass,0.00898588417366158
S33-A39,6hrs B4,Unknown,1,Fth1,Test,9.62957326023147,0.97,Pass,0.0146163250752354
S33-A40,6hrs B4,Unknown,1,Fxn,Test,18.59536821363,0.93,Pass,0.0208283161042978
S33-A41,6hrs B4,Unknown,1,Aco2,Test,16.7491663912772,0.98,Pass,0.0206074612287017
S33-A42,6hrs B4,Unknown,1,H2afz (house keeping),Test,18.3170948773456,0.93,Pass,0.00632670523166442
S33-A43,6hrs B4,Unknown,1,Slc11a2,Test,20.9498707392312,0.96,Pass,0.00590284917332172
S33-A44,6hrs B4,Unknown,1,Th,Test,21.4455371887285,0.87,Pass,0.00763526729220294
S33-A45,6hrs B4,Unknown,1,Trfr2,Test,25.0833531336534,0.98,Pass,0.0155279526230004
S33-A46,6hrs B4,Unknown,1,Mt2,Test,12.8416403897261,0.97,Pass,0.0198420617612677
S33-A47,6hrs B4,Unknown,1,LCT,Test,27.9455991750915,0.94,Pass,0.0162807939869354
S33-A48,6hrs B4,Unknown,1,RPL22 (house keeping),Test,14.5275954060352,0.95,Pass,0.00902334899870637
S18-A01,24hrs B2,Unknown,1,Ftmt,Test,24.0663810998149,0.97,Pass,0.0170975760029845
S18-A02,24hrs B2,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S18-A03,24hrs B2,Unknown,1,Epo,Test,999,0,Fail,0.1
S18-A04,24hrs B2,Unknown,1,Hamp,Test,26.273778982834,0.99,Pass,0.0307597811147576
S18-A05,24hrs B2,Unknown,1,Slc40a1,Test,20.5151917920809,0.93,Pass,0.00665758110254866
S18-A06,24hrs B2,Unknown,1,Ppara,Test,22.1927684615589,0.95,Pass,0.0143613838140424
S18-A07,24hrs B2,Unknown,1,Vegfa,Test,32.0425156106567,0.69,Pass,0.0130632654833801
S18-A08,24hrs B2,Unknown,1,Ep300,Test,16.3100610107488,0.92,Pass,0.00592725233700934
S18-A09,24hrs B2,Unknown,1,Ftl1,Test,16.4109237437399,0.73,Pass,0.00605555306988149
S18-A10,24hrs B2,Unknown,1,Ppargc1a,Test,14.7307748820336,0.96,Pass,0.0103153062665152
S18-A11,24hrs B2,Unknown,1,Epas1,Test,14.2028970037335,0.96,Pass,0.00845488203106051
S18-A12,24hrs B2,Unknown,1,Ogdh,Test,14.5386050275975,0.95,Pass,0.0154003440700253
S18-A13,24hrs B2,Unknown,1,GPX1,Test,999,0,Fail,0.1
S18-A14,24hrs B2,Unknown,1,Ucp2,Test,17.9782816867819,0.92,Pass,0.00634618516443952
S18-A15,24hrs B2,Unknown,1,Ngb,Test,19.0665406071513,0.96,Pass,0.0132358407753192
S18-A16,24hrs B2,Unknown,1,Egln3,Test,18.3003080463074,0.96,Pass,0.0149010143493106
S18-A17,24hrs B2,Unknown,1,Bnip3I,Test,15.0165712228076,0.96,Pass,0.0214933930805613
S18-A18,24hrs B2,Unknown,1,Hif1a,Test,15.8503841485379,0.99,Pass,0.0274163579922502
S18-A19,24hrs B2,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S18-A20,24hrs B2,Unknown,1,SDHb,Test,14.0141896797432,0.97,Pass,0.0188587803835945
S18-A21,24hrs B2,Unknown,1,Mt3,Test,11.7793401199335,0.78,Pass,0.0228345411869442
S18-A22,24hrs B2,Unknown,1,Cat,Test,999,0,Fail,0.00201192985235196
S18-A23,24hrs B2,Unknown,1,Egln2,Test,18.1401464861494,0.94,Pass,0.00689486129308747
S18-A24,24hrs B2,Unknown,1,Egln1,Test,16.9122381124642,0.94,Pass,0.0097987151773852
S18-A25,24hrs B2,Unknown,1,Nfe212,Test,23.1041257828561,0.96,Pass,0.0128811432565052
S18-A26,24hrs B2,Unknown,1,Nos2,Test,22.4988201247403,0.89,Pass,0.0150035719669409
S18-A27,24hrs B2,Unknown,1,Hif3a,Test,23.209819437307,0.95,Pass,0.0155135707898053
S18-A28,24hrs B2,Unknown,1,Bnip3,Test,14.6732326503127,0.94,Pass,0.0239177378873408
S18-A29,24hrs B2,Unknown,1,Cp,Test,999,0,Fail,0.1
S18-A30,24hrs B2,Unknown,1,Dppa5a,Test,22.2814703354274,0.88,Pass,0.0109474022309234
S18-A31,24hrs B2,Unknown,1,Sod2,Test,14.9947019864199,0.95,Pass,0.0193117342570188
S18-A32,24hrs B2,Unknown,1,Mt1,Test,17.0253079347899,0.96,Pass,0.0150165747366286
S18-A33,24hrs B2,Unknown,1,PDK1,Test,20.8622648717124,0.98,Pass,0.0831058699701507
S18-A34,24hrs B2,Unknown,1,Car2,Test,13.9271705994324,0.83,Pass,0.0121965143027594
S18-A35,24hrs B2,Unknown,1,Trp53,Test,19.1488024808272,0.93,Pass,0.0194839829779027
S18-A36,24hrs B2,Unknown,1,PDHx,Test,16.6859090318194,0.96,Pass,0.0126570262457584
S18-A37,24hrs B2,Unknown,1,Hmox1,Test,21.0743315679259,0.88,Pass,0.0087765704303593
S18-A38,24hrs B2,Unknown,1,Bach1,Test,26.5616770278724,0.82,Pass,0.00898588417366158
S18-A39,24hrs B2,Unknown,1,Fth1,Test,9.21121672812276,0.93,Pass,0.0146163250752354
S18-A40,24hrs B2,Unknown,1,Fxn,Test,18.4559933142183,0.95,Pass,0.0208283161042978
S18-A41,24hrs B2,Unknown,1,Aco2,Test,15.6278520953225,0.98,Pass,0.0206074612287017
S18-A42,24hrs B2,Unknown,1,H2afz (house keeping),Test,17.9703186138538,0.94,Pass,0.00632670523166442
S18-A43,24hrs B2,Unknown,1,Slc11a2,Test,19.6357572249599,0.94,Pass,0.00590284917332172
S18-A44,24hrs B2,Unknown,1,Th,Test,19.7334493190631,0.94,Pass,0.00763526729220294
S18-A45,24hrs B2,Unknown,1,Trfr2,Test,22.4999225761231,0.95,Pass,0.0155279526230004
S18-A46,24hrs B2,Unknown,1,Mt2,Test,11.8724498804263,0.98,Pass,0.0198420617612677
S18-A47,24hrs B2,Unknown,1,LCT,Test,27.4996805644582,0.94,Pass,0.0162807939869354
S18-A48,24hrs B2,Unknown,1,RPL22 (house keeping),Test,13.8329173464744,0.95,Pass,0.00902334899870637
S32-A01,6hrs B4,Unknown,1,Ftmt,Test,22.4280464471113,0.94,Pass,0.0170975760029845
S32-A02,6hrs B4,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S32-A03,6hrs B4,Unknown,1,Epo,Test,999,0,Fail,0.1
S32-A04,6hrs B4,Unknown,1,Hamp,Test,999,0,Fail,0.0307597811147576
S32-A05,6hrs B4,Unknown,1,Slc40a1,Test,22.0069369004448,0.93,Pass,0.00665758110254866
S32-A06,6hrs B4,Unknown,1,Ppara,Test,23.2549571954318,0.97,Pass,0.0143613838140424
S32-A07,6hrs B4,Unknown,1,Vegfa,Test,35.586945760676,0.89,Pass,0.0130632654833801
S32-A08,6hrs B4,Unknown,1,Ep300,Test,17.9182819641625,0.94,Pass,0.00592725233700934
S32-A09,6hrs B4,Unknown,1,Ftl1,Test,19.2846184502864,0.57,Fail,0.00605555306988149
S32-A10,6hrs B4,Unknown,1,Ppargc1a,Test,14.9905828613254,0.95,Pass,0.0103153062665152
S32-A11,6hrs B4,Unknown,1,Epas1,Test,15.5757733356922,0.97,Pass,0.00845488203106051
S32-A12,6hrs B4,Unknown,1,Ogdh,Test,15.8969587553299,0.95,Pass,0.0154003440700253
S32-A13,6hrs B4,Unknown,1,GPX1,Test,999,0,Fail,0.1
S32-A14,6hrs B4,Unknown,1,Ucp2,Test,19.8361400675263,0.94,Pass,0.00634618516443952
S32-A15,6hrs B4,Unknown,1,Ngb,Test,21.2703585302132,0.95,Pass,0.0132358407753192
S32-A16,6hrs B4,Unknown,1,Egln3,Test,19.991967536833,0.97,Pass,0.0149010143493106
S32-A17,6hrs B4,Unknown,1,Bnip3I,Test,16.2830192125013,0.93,Pass,0.0214933930805613
S32-A18,6hrs B4,Unknown,1,Hif1a,Test,17.0663286265,0.99,Pass,0.0274163579922502
S32-A19,6hrs B4,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S32-A20,6hrs B4,Unknown,1,SDHb,Test,15.381615340095,0.95,Pass,0.0188587803835945
S32-A21,6hrs B4,Unknown,1,Mt3,Test,12.2469936191389,0.79,Pass,0.0228345411869442
S32-A22,6hrs B4,Unknown,1,Cat,Test,999,0,Fail,0.00201192985235196
S32-A23,6hrs B4,Unknown,1,Egln2,Test,18.9705789087506,0.94,Pass,0.00689486129308747
S32-A24,6hrs B4,Unknown,1,Egln1,Test,17.1390853177141,0.93,Pass,0.0097987151773852
S32-A25,6hrs B4,Unknown,1,Nfe212,Test,24.7412587437547,0.96,Pass,0.0128811432565052
S32-A26,6hrs B4,Unknown,1,Nos2,Test,24.6333062535824,0.95,Pass,0.0150035719669409
S32-A27,6hrs B4,Unknown,1,Hif3a,Test,20.9283088421136,0.94,Pass,0.0155135707898053
S32-A28,6hrs B4,Unknown,1,Bnip3,Test,16.055551000832,0.98,Pass,0.0239177378873408
S32-A29,6hrs B4,Unknown,1,Cp,Test,999,0,Fail,0.1
S32-A30,6hrs B4,Unknown,1,Dppa5a,Test,23.7358188244988,0.88,Pass,0.0109474022309234
S32-A31,6hrs B4,Unknown,1,Sod2,Test,15.8555047463156,0.95,Pass,0.0193117342570188
S32-A32,6hrs B4,Unknown,1,Mt1,Test,17.9218457370126,0.89,Pass,0.0150165747366286
S32-A33,6hrs B4,Unknown,1,PDK1,Test,22.1782927086091,0.98,Pass,0.0831058699701507
S32-A34,6hrs B4,Unknown,1,Car2,Test,15.62176002206,0.86,Pass,0.0121965143027594
S32-A35,6hrs B4,Unknown,1,Trp53,Test,20.9014420383583,0.95,Pass,0.0194839829779027
S32-A36,6hrs B4,Unknown,1,PDHx,Test,17.7025111834306,0.93,Pass,0.0126570262457584
S32-A37,6hrs B4,Unknown,1,Hmox1,Test,23.5586167037857,0.9,Pass,0.0087765704303593
S32-A38,6hrs B4,Unknown,1,Bach1,Test,28.2746106853419,0.78,Pass,0.00898588417366158
S32-A39,6hrs B4,Unknown,1,Fth1,Test,9.55114335899005,0.98,Pass,0.0146163250752354
S32-A40,6hrs B4,Unknown,1,Fxn,Test,18.6067609529028,0.92,Pass,0.0208283161042978
S32-A41,6hrs B4,Unknown,1,Aco2,Test,16.6879382650219,0.98,Pass,0.0206074612287017
S32-A42,6hrs B4,Unknown,1,H2afz (house keeping),Test,18.4729550816188,0.94,Pass,0.00632670523166442
S32-A43,6hrs B4,Unknown,1,Slc11a2,Test,20.9010243313368,0.95,Pass,0.00590284917332172
S32-A44,6hrs B4,Unknown,1,Th,Test,21.6180831490745,0.94,Pass,0.00763526729220294
S32-A45,6hrs B4,Unknown,1,Trfr2,Test,26.7354411338452,0.97,Pass,0.0155279526230004
S32-A46,6hrs B4,Unknown,1,Mt2,Test,12.7744429038065,0.97,Pass,0.0198420617612677
S32-A47,6hrs B4,Unknown,1,LCT,Test,25.9172304133868,0.96,Pass,0.0162807939869354
S32-A48,6hrs B4,Unknown,1,RPL22 (house keeping),Test,14.4731390508539,0.95,Pass,0.00902334899870637
S17-A01,24hrs B2,Unknown,1,Ftmt,Test,25.047453489665,0.98,Pass,0.0170975760029845
S17-A02,24hrs B2,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S17-A03,24hrs B2,Unknown,1,Epo,Test,999,0,Fail,0.1
S17-A04,24hrs B2,Unknown,1,Hamp,Test,25.2282631861588,0.99,Pass,0.0307597811147576
S17-A05,24hrs B2,Unknown,1,Slc40a1,Test,20.2904216573312,0.93,Pass,0.00665758110254866
S17-A06,24hrs B2,Unknown,1,Ppara,Test,22.5149275084255,0.96,Pass,0.0143613838140424
S17-A07,24hrs B2,Unknown,1,Vegfa,Test,32.9405307690307,0.62,Fail,0.0130632654833801
S17-A08,24hrs B2,Unknown,1,Ep300,Test,16.0708110257218,0.93,Pass,0.00592725233700934
S17-A09,24hrs B2,Unknown,1,Ftl1,Test,15.1040816514508,0.67,Pass,0.00605555306988149
S17-A10,24hrs B2,Unknown,1,Ppargc1a,Test,14.5622808627509,0.96,Pass,0.0103153062665152
S17-A11,24hrs B2,Unknown,1,Epas1,Test,13.953431824808,0.96,Pass,0.00845488203106051
S17-A12,24hrs B2,Unknown,1,Ogdh,Test,14.4986571138238,0.96,Pass,0.0154003440700253
S17-A13,24hrs B2,Unknown,1,GPX1,Test,999,0,Fail,0.1
S17-A14,24hrs B2,Unknown,1,Ucp2,Test,17.7549564885064,0.94,Pass,0.00634618516443952
S17-A15,24hrs B2,Unknown,1,Ngb,Test,18.6532669616788,0.95,Pass,0.0132358407753192
S17-A16,24hrs B2,Unknown,1,Egln3,Test,17.9714253880819,0.96,Pass,0.0149010143493106
S17-A17,24hrs B2,Unknown,1,Bnip3I,Test,15.0792274842761,0.95,Pass,0.0214933930805613
S17-A18,24hrs B2,Unknown,1,Hif1a,Test,15.7946676197507,0.99,Pass,0.0274163579922502
S17-A19,24hrs B2,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S17-A20,24hrs B2,Unknown,1,SDHb,Test,13.881463722876,0.97,Pass,0.0188587803835945
S17-A21,24hrs B2,Unknown,1,Mt3,Test,11.6161836678876,0.78,Pass,0.0228345411869442
S17-A22,24hrs B2,Unknown,1,Cat,Test,6.86390564574386,0.33,Fail,0.00201192985235196
S17-A23,24hrs B2,Unknown,1,Egln2,Test,17.4967403982538,0.95,Pass,0.00689486129308747
S17-A24,24hrs B2,Unknown,1,Egln1,Test,16.5630745021444,0.91,Pass,0.0097987151773852
S17-A25,24hrs B2,Unknown,1,Nfe212,Test,22.9753176201242,0.96,Pass,0.0128811432565052
S17-A26,24hrs B2,Unknown,1,Nos2,Test,23.175058938692,0.92,Pass,0.0150035719669409
S17-A27,24hrs B2,Unknown,1,Hif3a,Test,22.6846049761947,0.95,Pass,0.0155135707898053
S17-A28,24hrs B2,Unknown,1,Bnip3,Test,14.5810777446573,0.98,Pass,0.0239177378873408
S17-A29,24hrs B2,Unknown,1,Cp,Test,999,0,Fail,0.1
S17-A30,24hrs B2,Unknown,1,Dppa5a,Test,23.3162249979994,0.89,Pass,0.0109474022309234
S17-A31,24hrs B2,Unknown,1,Sod2,Test,14.9125393027988,0.96,Pass,0.0193117342570188
S17-A32,24hrs B2,Unknown,1,Mt1,Test,17.0246733872291,0.96,Pass,0.0150165747366286
S17-A33,24hrs B2,Unknown,1,PDK1,Test,20.8103534716648,0.98,Pass,0.0831058699701507
S17-A34,24hrs B2,Unknown,1,Car2,Test,13.929116850843,0.83,Pass,0.0121965143027594
S17-A35,24hrs B2,Unknown,1,Trp53,Test,19.0430445008354,0.95,Pass,0.0194839829779027
S17-A36,24hrs B2,Unknown,1,PDHx,Test,16.5313274937482,0.96,Pass,0.0126570262457584
S17-A37,24hrs B2,Unknown,1,Hmox1,Test,21.270082791921,0.89,Pass,0.0087765704303593
S17-A38,24hrs B2,Unknown,1,Bach1,Test,27.4140684797813,0.84,Pass,0.00898588417366158
S17-A39,24hrs B2,Unknown,1,Fth1,Test,9.12370823943152,0.96,Pass,0.0146163250752354
S17-A40,24hrs B2,Unknown,1,Fxn,Test,18.3693051900136,0.94,Pass,0.0208283161042978
S17-A41,24hrs B2,Unknown,1,Aco2,Test,15.7167968057123,0.98,Pass,0.0206074612287017
S17-A42,24hrs B2,Unknown,1,H2afz (house keeping),Test,17.8011585546989,0.94,Pass,0.00632670523166442
S17-A43,24hrs B2,Unknown,1,Slc11a2,Test,19.2609903268823,0.94,Pass,0.00590284917332172
S17-A44,24hrs B2,Unknown,1,Th,Test,20.0249581501113,0.9,Pass,0.00763526729220294
S17-A45,24hrs B2,Unknown,1,Trfr2,Test,22.8770714113907,0.97,Pass,0.0155279526230004
S17-A46,24hrs B2,Unknown,1,Mt2,Test,11.8373099412799,0.97,Pass,0.0198420617612677
S17-A47,24hrs B2,Unknown,1,LCT,Test,27.5517774519151,0.94,Pass,0.0162807939869354
S17-A48,24hrs B2,Unknown,1,RPL22 (house keeping),Test,13.7092586620783,0.95,Pass,0.00902334899870637
S31-A01,6hrs B4,Unknown,1,Ftmt,Test,22.0504043576622,0.99,Pass,0.0170975760029845
S31-A02,6hrs B4,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S31-A03,6hrs B4,Unknown,1,Epo,Test,999,0,Fail,0.1
S31-A04,6hrs B4,Unknown,1,Hamp,Test,999,0,Fail,0.0307597811147576
S31-A05,6hrs B4,Unknown,1,Slc40a1,Test,21.6803886173609,0.9,Pass,0.00665758110254866
S31-A06,6hrs B4,Unknown,1,Ppara,Test,23.3060283311949,0.98,Pass,0.0143613838140424
S31-A07,6hrs B4,Unknown,1,Vegfa,Test,34.77935236685,0.91,Pass,0.0130632654833801
S31-A08,6hrs B4,Unknown,1,Ep300,Test,17.9088994467365,0.93,Pass,0.00592725233700934
S31-A09,6hrs B4,Unknown,1,Ftl1,Test,18.748793775028,0.62,Fail,0.00605555306988149
S31-A10,6hrs B4,Unknown,1,Ppargc1a,Test,14.791537516541,0.96,Pass,0.0103153062665152
S31-A11,6hrs B4,Unknown,1,Epas1,Test,15.5762909218838,0.97,Pass,0.00845488203106051
S31-A12,6hrs B4,Unknown,1,Ogdh,Test,15.9331071273938,0.94,Pass,0.0154003440700253
S31-A13,6hrs B4,Unknown,1,GPX1,Test,999,0,Fail,0.1
S31-A14,6hrs B4,Unknown,1,Ucp2,Test,19.892967852371,0.94,Pass,0.00634618516443952
S31-A15,6hrs B4,Unknown,1,Ngb,Test,21.2661407187987,0.95,Pass,0.0132358407753192
S31-A16,6hrs B4,Unknown,1,Egln3,Test,19.8308745932284,0.95,Pass,0.0149010143493106
S31-A17,6hrs B4,Unknown,1,Bnip3I,Test,16.2666260989333,0.96,Pass,0.0214933930805613
S31-A18,6hrs B4,Unknown,1,Hif1a,Test,17.0634845280313,0.99,Pass,0.0274163579922502
S31-A19,6hrs B4,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S31-A20,6hrs B4,Unknown,1,SDHb,Test,15.1728226665858,0.96,Pass,0.0188587803835945
S31-A21,6hrs B4,Unknown,1,Mt3,Test,12.1470330121683,0.79,Pass,0.0228345411869442
S31-A22,6hrs B4,Unknown,1,Cat,Test,6.68848002110153,0.2,Fail,0.00201192985235196
S31-A23,6hrs B4,Unknown,1,Egln2,Test,19.0756746008963,0.94,Pass,0.00689486129308747
S31-A24,6hrs B4,Unknown,1,Egln1,Test,16.77558365216,0.95,Pass,0.0097987151773852
S31-A25,6hrs B4,Unknown,1,Nfe212,Test,25.040680536407,0.96,Pass,0.0128811432565052
S31-A26,6hrs B4,Unknown,1,Nos2,Test,24.9206585329607,0.94,Pass,0.0150035719669409
S31-A27,6hrs B4,Unknown,1,Hif3a,Test,20.6773943059017,0.94,Pass,0.0155135707898053
S31-A28,6hrs B4,Unknown,1,Bnip3,Test,15.9707100859907,0.98,Pass,0.0239177378873408
S31-A29,6hrs B4,Unknown,1,Cp,Test,999,0,Fail,0.1
S31-A30,6hrs B4,Unknown,1,Dppa5a,Test,23.7855594211864,0.88,Pass,0.0109474022309234
S31-A31,6hrs B4,Unknown,1,Sod2,Test,16.0472695422228,0.95,Pass,0.0193117342570188
S31-A32,6hrs B4,Unknown,1,Mt1,Test,17.993531211808,0.96,Pass,0.0150165747366286
