Well, Type, Sample, Gene, Ct, Quantity, Exclusion
2078, UNKN, 3 Days A1, Th, 18.91, , 
2079, UNKN, 3 Days A1, Th, 18.82, , 
2080, UNKN, 24hrs B2, Th, 20.08, , 
2081, UNKN, 24hrs B2, Th, 20.02, , 
2082, UNKN, 24hrs B2, Th, 19.73, , 
2083, UNKN, 6hrs D2, Th, 18.63, , 
2084, UNKN, 6hrs D2, Th, 18.76, , 
2085, UNKN, 6hrs D2, Th, 18.64, , 
2086, UNKN, Water, Th, 31.63, , 
2087, UNKN, Water, Th, 38.14, , 
2088, UNKN, Water, Th, 27.49, , 
2089, UNKN, 3 Days C3, Th, 20.60, , 
2090, UNKN, 3 Days C3, Th, 20.59, , 
2091, UNKN, 3 Days C3, Th, 20.68, , 
2092, UNKN, 8 Days C2, Th, 18.88, , 
2093, UNKN, 8 Days C2, Th, 19.24, , 
2094, UNKN, 8 Days C2, Th, 19.01, , 
2095, UNKN, 6hrs B4, Th, 21.51, , 
2096, UNKN, 6hrs B4, Th, 21.62, , 
2097, UNKN, 6hrs B4, Th, 21.45, , 
2098, UNKN, 6hrs C2, Th, 19.58, , 
2099, UNKN, 6hrs C2, Th, 19.43, , 
2100, UNKN, 6hrs C2, Th, 19.39, , 
2101, UNKN, 24hrs D1, Th, 23.74, , 
2102, UNKN, 24hrs D1, Th, 23.61, , 
2103, UNKN, 24hrs D1, Th, 23.96, , 
2104, UNKN, 24hrs C1, Th, 23.51, , 
2105, UNKN, 24hrs C1, Th, 23.91, , 
2106, UNKN, 24hrs C1, Th, 23.85, , 
2107, UNKN, 3 Days B4, Th, 19.75, , 
2108, UNKN, 3 Days B4, Th, 19.49, , 
2109, UNKN, 3 Days B4, Th, 19.75, , 
2110, UNKN, 3 Days D2, Th, 20.79, , 
2111, UNKN, 3 Days D2, Th, 21.00, , 
2112, UNKN, 3 Days D2, Th, 21.16, , 
2113, UNKN, 6hrs A3, Trfr2, 28.12, , 
2114, UNKN, 6hrs A3, Trfr2, 28.74, , 
2115, UNKN, 6hrs A3, Trfr2, 27.20, , 
2116, UNKN, 24hrs A4, Trfr2, 29.37, , 
2117, UNKN, 24hrs A4, Trfr2, 25.15, , 
2118, UNKN, 24hrs A4, Trfr2, 25.54, , 
2119, UNKN, 8 Days D4, Trfr2, 24.88, , 
2120, UNKN, 8 Days D4, Trfr2, 25.30, , 
2121, UNKN, 8 Days D4, Trfr2, 25.41, , 
2122, UNKN, 8 Days B1, Trfr2, 25.32, , 
2123, UNKN, 8 Days B1, Trfr2, 27.73, , 
2124, UNKN, 8 Days B1, Trfr2, 27.02, , 
2125, UNKN, 3 Days A1, Trfr2, 25.59, , 
2126, UNKN, 3 Days A1, Trfr2, 25.68, , 
2127, UNKN, 3 Days A1, Trfr2, 25.79, , 
2128, UNKN, 24hrs B2, Trfr2, 22.53, , 
2129, UNKN, 24hrs B2, Trfr2, 22.88, , 
2130, UNKN, 24hrs B2, Trfr2, 22.50, , 
2131, UNKN, 6hrs D2, Trfr2, 23.99, , 
2132, UNKN, 6hrs D2, Trfr2, 23.85, , 
2133, UNKN, 6hrs D2, Trfr2, 23.17, , 
2134, UNKN, Water, Trfr2, 32.42, , 
2135, UNKN, Water, Trfr2, , , 1
2136, UNKN, Water, Trfr2, , , 1
2137, UNKN, 3 Days C3, Trfr2, 26.15, , 
2138, UNKN, 3 Days C3, Trfr2, 25.87, , 
2139, UNKN, 3 Days C3, Trfr2, 27.05, , 
2140, UNKN, 8 Days C2, Trfr2, 24.16, , 
2141, UNKN, 8 Days C2, Trfr2, 23.39, , 
2142, UNKN, 8 Days C2, Trfr2, 23.87, , 
2143, UNKN, 6hrs B4, Trfr2, 26.67, , 
2144, UNKN, 6hrs B4, Trfr2, 26.74, , 
2145, UNKN, 6hrs B4, Trfr2, 25.08, , 
2146, UNKN, 6hrs C2, Trfr2, 24.67, , 
2147, UNKN, 6hrs C2, Trfr2, 24.02, , 
2148, UNKN, 6hrs C2, Trfr2, 24.84, , 
2149, UNKN, 24hrs D1, Trfr2, 26.72, , 
2150, UNKN, 24hrs D1, Trfr2, 25.61, , 
2151, UNKN, 24hrs D1, Trfr2, 26.34, , 
2152, UNKN, 24hrs C1, Trfr2, 24.75, , 
2153, UNKN, 24hrs C1, Trfr2, 26.47, , 
2154, UNKN, 24hrs C1, Trfr2, 26.72, , 
2155, UNKN, 3 Days B4, Trfr2, 23.57, , 
2156, UNKN, 3 Days B4, Trfr2, 23.25, , 
2157, UNKN, 3 Days B4, Trfr2, 23.77, , 
2158, UNKN, 3 Days D2, Trfr2, 26.95, , 
2159, UNKN, 3 Days D2, Trfr2, 24.54, , 
2160, UNKN, 3 Days D2, Trfr2, 27.41, , 
2161, UNKN, 6hrs A3, Trp53, 22.21, , 
2162, UNKN, 6hrs A3, Trp53, 22.15, , 
2163, UNKN, 6hrs A3, Trp53, 22.07, , 
2164, UNKN, 24hrs A4, Trp53, 20.39, , 
2165, UNKN, 24hrs A4, Trp53, 20.30, , 
2166, UNKN, 24hrs A4, Trp53, 20.38, , 
2167, UNKN, 8 Days D4, Trp53, 20.77, , 
2168, UNKN, 8 Days D4, Trp53, 20.75, , 
2169, UNKN, 8 Days D4, Trp53, 20.83, , 
2170, UNKN, 8 Days B1, Trp53, 20.77, , 
2171, UNKN, 8 Days B1, Trp53, 20.87, , 
2172, UNKN, 8 Days B1, Trp53, 20.83, , 
2173, UNKN, 3 Days A1, Trp53, 19.26, , 
2174, UNKN, 3 Days A1, Trp53, 20.50, , 
2175, UNKN, 3 Days A1, Trp53, 20.18, , 
2176, UNKN, 24hrs B2, Trp53, 18.69, , 
2177, UNKN, 24hrs B2, Trp53, 19.04, , 
2178, UNKN, 24hrs B2, Trp53, 19.15, , 
2179, UNKN, 6hrs D2, Trp53, 19.45, , 
2180, UNKN, 6hrs D2, Trp53, 19.61, , 
2181, UNKN, 6hrs D2, Trp53, 19.89, , 
2182, UNKN, Water, Trp53, , , 1
2183, UNKN, Water, Trp53, 22.99, , 
2184, UNKN, Water, Trp53, 21.63, , 
2185, UNKN, 3 Days C3, Trp53, 21.09, , 
2186, UNKN, 3 Days C3, Trp53, 20.82, , 
2187, UNKN, 3 Days C3, Trp53, 20.84, , 
2188, UNKN, 8 Days C2, Trp53, 19.65, , 
2189, UNKN, 8 Days C2, Trp53, 19.82, , 
2190, UNKN, 8 Days C2, Trp53, 19.78, , 
2191, UNKN, 6hrs B4, Trp53, 20.86, , 
2192, UNKN, 6hrs B4, Trp53, 20.90, , 
2193, UNKN, 6hrs B4, Trp53, 20.68, , 
2194, UNKN, 6hrs C2, Trp53, 19.79, , 
2195, UNKN, 6hrs C2, Trp53, 19.77, , 
2196, UNKN, 6hrs C2, Trp53, 19.70, , 
2197, UNKN, 24hrs D1, Trp53, 21.27, , 
2198, UNKN, 24hrs D1, Trp53, 21.08, , 
2199, UNKN, 24hrs D1, Trp53, 21.12, , 
2200, UNKN, 24hrs C1, Trp53, 19.89, , 
2201, UNKN, 24hrs C1, Trp53, 20.13, , 
2202, UNKN, 24hrs C1, Trp53, 20.02, , 
2203, UNKN, 3 Days B4, Trp53, 20.27, , 
2204, UNKN, 3 Days B4, Trp53, 20.34, , 
2205, UNKN, 3 Days B4, Trp53, 20.20, , 
2206, UNKN, 3 Days D2, Trp53, 20.62, , 
2207, UNKN, 3 Days D2, Trp53, 20.76, , 
2208, UNKN, 3 Days D2, Trp53, 20.80, , 
2209, UNKN, 6hrs A3, Ucp2, 21.39, , 
2210, UNKN, 6hrs A3, Ucp2, 21.86, , 
2211, UNKN, 6hrs A3, Ucp2, 21.62, , 
2212, UNKN, 24hrs A4, Ucp2, 20.62, , 
2213, UNKN, 24hrs A4, Ucp2, 20.38, , 
2214, UNKN, 24hrs A4, Ucp2, 20.42, , 
2215, UNKN, 8 Days D4, Ucp2, 20.50, , 
2216, UNKN, 8 Days D4, Ucp2, 20.37, , 
2217, UNKN, 8 Days D4, Ucp2, 20.62, , 
2218, UNKN, 8 Days B1, Ucp2, 19.88, , 
2219, UNKN, 8 Days B1, Ucp2, 19.77, , 
2220, UNKN, 8 Days B1, Ucp2, 19.76, , 
2221, UNKN, 3 Days A1, Ucp2, 20.11, , 
2222, UNKN, 3 Days A1, Ucp2, 20.52, , 
2223, UNKN, 3 Days A1, Ucp2, 20.54, , 
2224, UNKN, 24hrs B2, Ucp2, 17.46, , 
2225, UNKN, 24hrs B2, Ucp2, 17.75, , 
2226, UNKN, 24hrs B2, Ucp2, 17.98, , 
2227, UNKN, 6hrs D2, Ucp2, 17.13, , 
2228, UNKN, 6hrs D2, Ucp2, 17.08, , 
2229, UNKN, 6hrs D2, Ucp2, 17.35, , 
2230, UNKN, Water, Ucp2, , , 1
2231, UNKN, Water, Ucp2, 11.59, , 
2232, UNKN, Water, Ucp2, 10.53, , 
2233, UNKN, 3 Days C3, Ucp2, 20.91, , 
2234, UNKN, 3 Days C3, Ucp2, 20.95, , 
2235, UNKN, 3 Days C3, Ucp2, 20.80, , 
2236, UNKN, 8 Days C2, Ucp2, 18.88, , 
2237, UNKN, 8 Days C2, Ucp2, 19.17, , 
2238, UNKN, 8 Days C2, Ucp2, 19.40, , 
2239, UNKN, 6hrs B4, Ucp2, 19.89, , 
2240, UNKN, 6hrs B4, Ucp2, 19.84, , 
2241, UNKN, 6hrs B4, Ucp2, 19.98, , 
2242, UNKN, 6hrs C2, Ucp2, 18.69, , 
2243, UNKN, 6hrs C2, Ucp2, 18.91, , 
2244, UNKN, 6hrs C2, Ucp2, 18.87, , 
2245, UNKN, 24hrs D1, Ucp2, 20.70, , 
2246, UNKN, 24hrs D1, Ucp2, 20.62, , 
2247, UNKN, 24hrs D1, Ucp2, 20.32, , 
2248, UNKN, 24hrs C1, Ucp2, 20.69, , 
2249, UNKN, 24hrs C1, Ucp2, 21.13, , 
2250, UNKN, 24hrs C1, Ucp2, 20.72, , 
2251, UNKN, 3 Days B4, Ucp2, 18.54, , 
2252, UNKN, 3 Days B4, Ucp2, 18.73, , 
2253, UNKN, 3 Days B4, Ucp2, 18.59, , 
2254, UNKN, 3 Days D2, Ucp2, 19.76, , 
2255, UNKN, 3 Days D2, Ucp2, 19.99, , 
2256, UNKN, 3 Days D2, Ucp2, 19.77, , 
2257, UNKN, 6hrs A3, Vegfa, 36.68, , 
2258, UNKN, 6hrs A3, Vegfa, 36.80, , 
2259, UNKN, 6hrs A3, Vegfa, 36.83, , 
2260, UNKN, 24hrs A4, Vegfa, 34.27, , 
2261, UNKN, 24hrs A4, Vegfa, 33.79, , 
2262, UNKN, 24hrs A4, Vegfa, 34.14, , 
2263, UNKN, 8 Days D4, Vegfa, 34.85, , 
2264, UNKN, 8 Days D4, Vegfa, 35.32, , 
2265, UNKN, 8 Days D4, Vegfa, 36.78, , 
2266, UNKN, 8 Days B1, Vegfa, 35.30, , 
2267, UNKN, 8 Days B1, Vegfa, 34.86, , 
2268, UNKN, 8 Days B1, Vegfa, 35.02, , 
2269, UNKN, 3 Days A1, Vegfa, 35.38, , 
2270, UNKN, 3 Days A1, Vegfa, 35.51, , 
2271, UNKN, 3 Days A1, Vegfa, 34.12, , 
2272, UNKN, 24hrs B2, Vegfa, 33.02, , 
2273, UNKN, 24hrs B2, Vegfa, 32.94, , 
2274, UNKN, 24hrs B2, Vegfa, 32.04, , 
2275, UNKN, 6hrs D2, Vegfa, 33.25, , 
2276, UNKN, 6hrs D2, Vegfa, 34.35, , 
2277, UNKN, 6hrs D2, Vegfa, 33.24, , 
2278, UNKN, Water, Vegfa, , , 1
2279, UNKN, Water, Vegfa, , , 1
2280, UNKN, Water, Vegfa, , , 1
2281, UNKN, 3 Days C3, Vegfa, 37.00, , 
2282, UNKN, 3 Days C3, Vegfa, 34.82, , 
2283, UNKN, 3 Days C3, Vegfa, 34.97, , 
2284, UNKN, 8 Days C2, Vegfa, 34.19, , 
2285, UNKN, 8 Days C2, Vegfa, 35.25, , 
2286, UNKN, 8 Days C2, Vegfa, 33.47, , 
2287, UNKN, 6hrs B4, Vegfa, 34.78, , 
2288, UNKN, 6hrs B4, Vegfa, 35.59, , 
2289, UNKN, 6hrs B4, Vegfa, 33.97, , 
2290, UNKN, 6hrs C2, Vegfa, 33.67, , 
2291, UNKN, 6hrs C2, Vegfa, 33.29, , 
2292, UNKN, 6hrs C2, Vegfa, 32.83, , 
2293, UNKN, 24hrs D1, Vegfa, , , 1
2294, UNKN, 24hrs D1, Vegfa, , , 1
2295, UNKN, 24hrs D1, Vegfa, 37.99, , 
2296, UNKN, 24hrs C1, Vegfa, 33.99, , 
2297, UNKN, 24hrs C1, Vegfa, 34.64, , 
2298, UNKN, 24hrs C1, Vegfa, 34.50, , 
2299, UNKN, 3 Days B4, Vegfa, 35.44, , 
2300, UNKN, 3 Days B4, Vegfa, 34.74, , 
2301, UNKN, 3 Days B4, Vegfa, 35.58, , 
2302, UNKN, 3 Days D2, Vegfa, 34.47, , 
2303, UNKN, 3 Days D2, Vegfa, 34.90, , 
2304, UNKN, 3 Days D2, Vegfa, 35.21, , 
